==============================================================================
	First Load: Vertex, UV, Normal		Fbx\Bullet.fbx_folder\17_Info_RootNode.txt
==============================================================================
get RootNode ... OK
childCount is ... 3
get child 0 name is ... Camera
	child 0 NodeAttributeType is ... 7 ( eUnknown = 0, eNull = 1, eMarker = 2, eSkeleton = 3, eMesh = 4, eNurbs = 5, ePatch = 6, eCamera = 7, eCameraStereo = 8, eCameraSwitcher = 9, eLight = 10, eOpticalReference = 11, eOpticalMarker = 12, eNurbsCurve = 13, eTrimNurbsSurface = 14, eBoundary = 15, eNurbsSurface = 16, eShape = 17, eLODGroup = 18, eSubDiv = 19, eCachedEffect = 20, Line = 21 )
get child 1 name is ... Cylinder001
	child 1 NodeAttribute is ... eMesh
	child 1 mesh's ploygonCount is ... 572
	child 1 mesh's list of vertex, uv and normal ...
														Vertex												UV												Normal
		vertex[   0][   0]	|	        16.8319,         9.27777,        -12.4943	|	       0.833333,       -0.840986	|	       0.361237,        0.208559,       -0.908852
		vertex[   0][   1]	|	        19.3179,    -1.72064e-07,        -12.4943	|	           0.75,       -0.840986	|	       0.361237,        0.208559,       -0.908852
		vertex[   0][   2]	|	        18.9467,    -5.22427e-08,        -12.7938	|	           0.75,       -0.850001	|	       0.361237,        0.208559,       -0.908852
		vertex[   1][   0]	|	        18.9467,    -5.22427e-08,        -12.7938	|	           0.75,       -0.850001	|	       0.361237,        0.208559,       -0.908852
		vertex[   1][   1]	|	        16.5104,         9.09218,        -12.7938	|	       0.833333,       -0.850001	|	       0.361237,        0.208559,       -0.908852
		vertex[   1][   2]	|	        16.8319,         9.27777,        -12.4943	|	       0.833333,       -0.840986	|	       0.361237,        0.208559,       -0.908852
		vertex[   2][   0]	|	        10.0401,         16.0696,        -12.4943	|	       0.101779,        0.729913	|	       0.361237,        0.208559,       -0.908852
		vertex[   2][   1]	|	        16.8319,         9.27777,        -12.4943	|	       0.270087,        0.898222	|	       0.361237,        0.208559,       -0.908852
		vertex[   2][   2]	|	        16.5104,         9.09218,        -12.7938	|	       0.274686,        0.890255	|	       0.361237,        0.208559,       -0.908852
		vertex[   3][   0]	|	        16.5104,         9.09218,        -12.7938	|	       0.274686,        0.890255	|	       0.361237,        0.208559,       -0.908852
		vertex[   3][   1]	|	        9.85449,         15.7481,        -12.7938	|	       0.109745,        0.725314	|	       0.361237,        0.208559,       -0.908852
		vertex[   3][   2]	|	        10.0401,         16.0696,        -12.4943	|	       0.101779,        0.729913	|	       0.361237,        0.208559,       -0.908852
		vertex[   4][   0]	|	       0.762317,         18.5555,        -12.4943	|	              1,       -0.840986	|	       0.361237,        0.208559,       -0.908852
		vertex[   4][   1]	|	        10.0401,         16.0696,        -12.4943	|	       0.916667,       -0.840986	|	       0.361237,        0.208559,       -0.908852
		vertex[   4][   2]	|	        9.85449,         15.7481,        -12.7938	|	       0.916667,       -0.850001	|	       0.361237,        0.208559,       -0.908852
		vertex[   5][   0]	|	        9.85449,         15.7481,        -12.7938	|	       0.916667,       -0.850001	|	       0.361237,        0.208559,       -0.908852
