==============================================================================
	First Load: Vertex, UV, Normal		Fbx\House.fbx_folder\40_Info_Tür_Instanz.txt
==============================================================================
get Tür_Instanz ... OK
childCount is ... 5
get child 0 name is ... Würfel_16
	child 0 NodeAttribute is ... eMesh
	child 0 mesh's ploygonCount is ... 204
	child 0 mesh's list of vertex, uv and normal ...
														Vertex												UV												Normal
		vertex[   0][   0]	|	       -2.30893,        -7.14765,         1.90173	|	              0,        0.023702	|	              0,               0,               0
		vertex[   0][   1]	|	        2.30893,        -7.24026,         1.55612	|	       0.809636,               0	|	              0,               0,               0
		vertex[   0][   2]	|	        2.30893,        -7.14765,         1.90173	|	       0.809636,        0.023702	|	              0,               0,               0
		vertex[   1][   0]	|	        2.30893,        -7.24026,         1.55612	|	       0.809636,               0	|	              0,               0,               0
		vertex[   1][   1]	|	       -2.30893,        -7.14765,         1.90173	|	              0,        0.023702	|	              0,               0,               0
		vertex[   1][   2]	|	       -2.30893,        -7.24026,         1.55612	|	              0,               0	|	              0,               0,               0
		vertex[   2][   0]	|	       -2.30893,        -6.89465,         2.15473	|	              0,       0.0474042	|	              0,               0,               0
		vertex[   2][   1]	|	        2.30893,        -7.14765,         1.90173	|	       0.809636,        0.023702	|	              0,               0,               0
		vertex[   2][   2]	|	        2.30893,        -6.89465,         2.15473	|	       0.809636,       0.0474042	|	              0,               0,               0
		vertex[   3][   0]	|	        2.30893,        -7.14765,         1.90173	|	       0.809636,        0.023702	|	              0,               0,               0
		vertex[   3][   1]	|	       -2.30893,        -6.89465,         2.15473	|	              0,       0.0474042	|	              0,               0,               0
		vertex[   3][   2]	|	       -2.30893,        -7.14765,         1.90173	|	              0,        0.023702	|	              0,               0,               0
		vertex[   4][   0]	|	       -2.30893,        -6.54904,         2.24734	|	              0,       0.0711062	|	              0,               0,               0
		vertex[   4][   1]	|	        2.30893,        -6.89465,         2.15473	|	       0.809636,       0.0474042	|	              0,               0,               0
		vertex[   4][   2]	|	        2.30893,        -6.54904,         2.24734	|	       0.809636,       0.0711062	|	              0,               0,               0
		vertex[   5][   0]	|	        2.30893,        -6.89465,         2.15473	|	       0.809636,       0.0474042	|	              0,               0,               0
		vertex[   5][   1]	|	       -2.30893,        -6.54904,         2.24734	|	              0,       0.0711062	|	              0,               0,               0
		vertex[   5][   2]	|	       -2.30893,        -6.89465,         2.15473	|	              0,       0.0474042	|	              0,               0,               0
		vertex[   6][   0]	|	       -2.30893,         6.54904,         2.24734	|	              0,        0.928894	|	              0,               0,               0
		vertex[   6][   1]	|	        2.30893,        -6.54904,         2.24734	|	       0.809636,       0.0711062	|	              0,               0,               0
		vertex[   6][   2]	|	        2.30893,         6.54904,         2.24734	|	       0.809636,        0.928894	|	              0,               0,               0
		vertex[   7][   0]	|	        2.30893,        -6.54904,         2.24734	|	       0.809636,       0.0711062	|	              0,               0,               0
		vertex[   7][   1]	|	       -2.30893,         6.54904,         2.24734	|	              0,        0.928894	|	              0,               0,               0
		vertex[   7][   2]	|	       -2.30893,        -6.54904,         2.24734	|	              0,       0.0711062	|	              0,               0,               0
		vertex[   8][   0]	|	       -2.30893,         6.89465,         2.15473	|	              0,        0.952596	|	              0,               0,               0
		vertex[   8][   1]	|	        2.30893,         6.54904,         2.24734	|	       0.809636,        0.928894	|	              0,               0,               0
		vertex[   8][   2]	|	        2.30893,         6.89465,         2.15473	|	       0.809636,        0.952596	|	              0,               0,               0
		vertex[   9][   0]	|	        2.30893,         6.54904,         2.24734	|	       0.809636,        0.928894	|	              0,               0,               0
		vertex[   9][   1]	|	       -2.30893,         6.89465,         2.15473	|	              0,        0.952596	|	              0,               0,               0
		vertex[   9][   2]	|	       -2.30893,         6.54904,         2.24734	|	              0,        0.928894	|	              0,               0,               0
		vertex[  10][   0]	|	       -2.30893,         7.14765,         1.90173	|	              0,        0.976298	|	              0,               0,               0
		vertex[  10][   1]	|	        2.30893,         6.89465,         2.15473	|	       0.809636,        0.952596	|	              0,               0,               0
		vertex[  10][   2]	|	        2.30893,         7.14765,         1.90173	|	       0.809636,        0.976298	|	              0,               0,               0
