==============================================================================
	Load Fbx - Vertex, UV, Normal, Animation, etc ...		Fbx\EBR.fbx_folder\0_Info_RootNode.txt
==============================================================================
Get RootNode ... OK
childCount is ... 1
Get Child Node 0 Name is ... Mesh_0003
	Child 0 Node Attribute is ... eMesh
	No Animation Data!
	Child 0 Mesh's Ploygon Count is ... 8184
	Child 0 Mesh's List of Vertex, UV and Normal ...
														Vertex												UV												Normal
		vertex[   0][   0]	|	        2.35748,        -30.9814,       -0.590135	|	       0.627441,        0.772705	|	      0.0064633,        0.961321,       -0.275354
		vertex[   0][   1]	|	        2.30713,        -30.8105,      0.00532731	|	       0.635742,        0.787231	|	      0.0064633,        0.961321,       -0.275354
		vertex[   0][   2]	|	        2.64587,        -30.8105,       0.0132786	|	       0.630371,        0.788452	|	      0.0064633,        0.961321,       -0.275354
		vertex[   1][   0]	|	        2.27051,        -30.6885,        0.415419	|	       0.631836,         1.80127	|	     0.00668362,        0.958582,        -0.28474
		vertex[   1][   1]	|	        2.64587,        -30.8105,       0.0132786	|	       0.630371,         1.78857	|	     0.00668362,        0.958581,        -0.28474
		vertex[   1][   2]	|	        2.30713,        -30.8105,      0.00532731	|	       0.635742,         1.78711	|	     0.00668362,        0.958581,        -0.28474
		vertex[   2][   0]	|	        2.75726,        -30.2979,         1.90735	|	       0.638672,         1.83643	|	      0.0203338,        0.957726,       -0.286963
		vertex[   2][   1]	|	        2.27051,        -30.4443,         1.38397	|	        0.63623,         1.82178	|	      0.0203338,        0.957726,       -0.286963
		vertex[   2][   2]	|	        2.29645,        -30.2734,         1.95618	|	       0.657715,          1.8374	|	      0.0203338,        0.957726,       -0.286963
		vertex[   3][   0]	|	        2.57568,        -55.4199,        0.695035	|	        0.94873,        0.530518	|	              0,     1.36028e-07,              -1
		vertex[   3][   1]	|	        2.52228,        -55.4199,        0.695035	|	       0.948242,        0.530518	|	              0,     2.44141e-07,              -1
		vertex[   3][   2]	|	        2.52228,        -55.1758,        0.695035	|	       0.948242,        0.529053	|	              0,     2.44141e-07,              -1
		vertex[   4][   0]	|	       -2.59857,        -55.4199,        0.695035	|	       0.908691,        0.530518	|	              0,     1.32727e-07,              -1
		vertex[   4][   1]	|	       -2.52228,        -55.1758,        0.695035	|	        0.90918,        0.529053	|	              0,     2.44141e-07,              -1
		vertex[   4][   2]	|	       -2.52228,        -55.4199,        0.695035	|	        0.90918,        0.530518	|	              0,     2.44141e-07,              -1
		vertex[   5][   0]	|	       -3.87573,        -76.3672,         2.93884	|	       0.942871,          0.0625	|	     -0.0258624,        0.560728,       -0.827596
		vertex[   5][   1]	|	       -3.38745,        -76.3672,         2.92358	|	       0.950195,          0.0625	|	     -0.0258624,        0.560728,       -0.827596
		vertex[   5][   2]	|	       -3.57361,        -76.8555,         2.59857	|	         0.9375,       0.0532227	|	     -0.0258624,        0.560728,       -0.827596
		vertex[   6][   0]	|	       -3.57361,        -76.8555,           4.953	|	         0.9375,        0.105469	|	     -0.0258249,        0.562498,        0.826395
		vertex[   6][   1]	|	       -3.38745,        -76.3672,         4.62646	|	       0.950195,       0.0966797	|	     -0.0258249,        0.562498,        0.826395
		vertex[   6][   2]	|	       -3.87573,        -76.3672,          4.6112	|	       0.942871,       0.0966797	|	     -0.0258249,        0.562498,        0.826395
		vertex[   7][   0]	|	       -3.87573,        -92.0898,         2.93884	|	       0.709961,       0.0571289	|	     -0.0249584,       -0.601254,       -0.798668
		vertex[   7][   1]	|	       -3.57361,        -91.6504,         2.59857	|	       0.713379,       0.0512695	|	     -0.0249584,       -0.601254,       -0.798668
		vertex[   7][   2]	|	       -3.38745,        -92.0898,         2.92358	|	       0.705566,       0.0571289	|	     -0.0249584,       -0.601254,       -0.798668
		vertex[   8][   0]	|	       -3.57361,        -91.6504,           4.953	|	       0.713379,       0.0849609	|	     -0.0249168,        -0.60302,        0.797337
		vertex[   8][   1]	|	       -3.87573,        -92.0898,          4.6112	|	       0.709961,       0.0791016	|	     -0.0249168,        -0.60302,        0.797337
		vertex[   8][   2]	|	       -3.38745,        -92.0898,         4.62646	|	       0.705566,       0.0791016	|	     -0.0249168,        -0.60302,        0.797337
		vertex[   9][   0]	|	        3.87573,        -76.3672,         3.02734	|	       0.942871,          0.0625	|	      0.0249721,        0.459365,       -0.887896
		vertex[   9][   1]	|	        3.63464,        -76.8555,         2.76794	|	         0.9375,       0.0532227	|	      0.0249721,        0.459365,       -0.887896
		vertex[   9][   2]	|	        3.38745,        -76.3672,         3.01361	|	       0.950195,          0.0625	|	      0.0249721,        0.459365,       -0.887896
		vertex[  10][   0]	|	        3.63464,        -76.8555,          4.7821	|	         0.9375,        0.105469	|	      0.0277622,         0.45825,         0.88839
		vertex[  10][   1]	|	        3.87573,        -76.3672,          4.5227	|	       0.942871,       0.0966797	|	      0.0277622,         0.45825,         0.88839
		vertex[  10][   2]	|	        3.38745,        -76.3672,         4.53796	|	       0.950195,       0.0966797	|	      0.0277622,         0.45825,         0.88839
		vertex[  11][   0]	|	        3.87573,        -92.0898,         3.02734	|	       0.709961,       0.0571289	|	      0.0243761,       -0.498224,       -0.866706
